Cell type,Gene
Neu,CXCR1
Neu,CXCR2
Neu,CYSTM1
Neu,DAZAP2
Neu,DCP2
Neu,DDIT3
Neu,DDX3X
Neu,DEFA3
Neu,DEFA4
Neu,DENND5A
Neu,DGAT2
Neu,DHRS9
Neu,DNAJB6
Neu,DNTTIP1
Neu,DOCK4
Neu,DSC2
Neu,DTX3L
Neu,DYNC1LI1
Neu,E2F3
Neu,ECE1
Neu,EGR1
Neu,EGR2
Neu,ELANE
Neu,ELL
Neu,ELOVL5
Neu,EPHB4
Neu,ERF
Neu,ERGIC1
Neu,EXTL3
Neu,F11R
Neu,F2RL1
Neu,FAM129A
Neu,FAM131A
Neu,FAM174A
Neu,FAM212B
Neu,FAM49B
Neu,FAM53C
Neu,FAR2
Neu,FBXL5
Neu,FCGR1A
Neu,FCGR1B
Neu,FCGR1CP
Neu,FCGR2A
Neu,FCGR3B
Neu,FFAR2
Neu,FKBP8
Neu,FKBPL
Neu,FLJ21408
Neu,FLOT2
Neu,FOSL2
Neu,FOXO4
Neu,FPR1
Neu,FPR2
Neu,FRAT2
Neu,FTH1
Neu,FTH1P10
Neu,FTH1P20
Neu,G0S2
Neu,G6PD
Neu,GAB2
Neu,GABARAPL1
Neu,GABARAPL2
Neu,GALNS
Neu,GALNT14
Neu,GBP2
Neu,GBP6
Neu,GCA
Neu,GDPD3
Neu,GK
Neu,GLT1D1
Neu,GLUL
Neu,GMFG
Neu,GMPR2
Neu,GNA13
Neu,GNAI3
Neu,GNB2
Neu,GNG10
Neu,GPCPD1
Neu,GPR162
Neu,GPR27
Neu,GPSM3
Neu,GPX3
Neu,GSTO2
Neu,H3F3A
Neu,H3F3AP4
Neu,H3F3B
Neu,HAUS4
Neu,HBP1
Neu,HCAR2
Neu,HCAR3
Neu,HEY1
Neu,HINT3
Neu,HIST1H2AC
Neu,HLA-B
Neu,HLA-C
Neu,HLA-G
Neu,HLA-L
Neu,HLX
Neu,HMGCR
Neu,HNRNPK
Neu,HRH2
Neu,HSD17B11
Neu,HSPA6
Neu,ICAM3
Neu,IDS
Neu,IER3
Neu,IFI6
Neu,IFIT1
Neu,IFIT2
Neu,IFIT3
Neu,IFIT5
Neu,IFITM2
Neu,IFITM3
Neu,IFNGR2
Neu,IGF2R
Neu,IL10RB
Neu,IL13RA1
Neu,IL1B
Neu,IL1R2
Neu,IL1RAP
Neu,IL1RN
Neu,IL6R
Neu,IMPA2
Neu,INAFM1
Neu,IP6K1
Neu,IRF2
Neu,ISG15
Neu,ITM2B
Neu,ITPK1
Neu,ITPRIP
Neu,JARID2
Neu,JPT1
Neu,KBTBD2
Neu,KCMF1
Neu,KCNJ15
Neu,KCNJ2
Neu,KCNJ2-AS1
Neu,KIAA0556
Neu,KIAA1211L
Neu,KIAA1324
Neu,KLF5
Neu,KLF7
Neu,KLHL2
Neu,KLHL21
Neu,KPNB1
Neu,KREMEN1
Neu,KRT23
Neu,LAMTOR3
Neu,LAMTOR4
Neu,LASP1
Neu,LCN2
Neu,LETM2
Neu,LILRA2
Neu,LIMK2
Neu,LINC00189
Neu,LINC00639
Neu,LINC00694
Neu,LINC01220
Neu,LINC01270
Neu,LINC01353
Neu,LINC01506
Neu,LINC01765
Neu,LINC01888
Neu,LINC02158
Neu,LINC02217
Neu,LITAF
Neu,LMNB1
Neu,LOH12CR2
Neu,LPGAT1
Neu,LRFN1
Neu,LRP10
Neu,LRRC70
Neu,LSMEM1
Neu,LTF
Neu,LY96
Neu,LYN
Neu,LYRM1
Neu,LYSMD2
Neu,LYVE1
Neu,MAFF
Neu,MAK
Neu,MANSC1
Neu,MAP1LC3A
Neu,MAP1LC3B
Neu,MAP2K4
Neu,MAP7
Neu,MARK2
Neu,MAST3
Neu,MBP
Neu,MCL1
Neu,MCU
Neu,MED25
Neu,MID1IP1
Neu,MIDN
Neu,MINDY1
Neu,MIR22HG
Neu,MKNK1
Neu,MMP8
Neu,MOB3A
Neu,MPZL1
Neu,MPZL3
Neu,MRPL53P1
Neu,MRVI1
Neu,MRVI1-AS1
Neu,MS4A3
Neu,MSL1
Neu,MSL2
Neu,MSRB1
Neu,MSRB2
Neu,MTHFS
Neu,MTMR3
Neu,MTND5P32
Neu,MX1
Neu,MX2
Neu,MXD1
Neu,MYADM
Neu,N4BP1
Neu,NADK
Neu,NAMPT
Neu,NAMPTP1
Neu,NATD1
Neu,NCF2
Neu,NCOA4
Neu,NDEL1
Neu,NDUFB6
Neu,NEDD9
Neu,NFAM1
Neu,NFE2
Neu,NFE4
Neu,NFIL3
Neu,NFKBIA
Neu,NHS
Neu,NHSL2
Neu,NINJ1
Neu,NKX3-1
Neu,NOP10
Neu,NOTCH1
Neu,NRBF2
Neu,NSFL1C
Neu,NUMB
Neu,NUP214
Neu,OASL
Neu,OAZ2
Neu,OSBPL2
Neu,OSER1
Neu,OSGIN2
Neu,OSM
Neu,OSTF1
Neu,P2RY13
Neu,PACERR
Neu,PAK2
Neu,PATL1
Neu,PBX2
Neu,PCTP
Neu,PEBP1P3
Neu,PECAM1
Neu,PELI1
Neu,PELI2
Neu,PELO
Neu,PET100
Neu,PFKFB4
Neu,PHC2
Neu,PHF24
Neu,PHF5A
Neu,PHLPP1
Neu,PHOSPHO1
Neu,PI3
Neu,PICALM
Neu,PIGB
Neu,PIGX
Neu,PILRA
Neu,PIM3
Neu,PISD
Neu,PITPNA
Neu,PLAUR
Neu,PLEKHM1
Neu,PMAIP1
Neu,PNRC1
Neu,POLR2J
Neu,PPCDC
Neu,PPIAP29
Neu,PPIF
Neu,PPM1A
Neu,PPP1R15B
Neu,PPP1R3B
Neu,PPP4C
Neu,PPP4R1
Neu,PPTC7
Neu,PREX1
Neu,PRKAR1A
Neu,PROK2
Neu,PRR13
Neu,PSENEN
Neu,PSMB3
Neu,PSME3
Neu,PTAFR
Neu,PTGS2
Neu,R3HDM4
Neu,RAB11FIP1
Neu,RAB1B
Neu,RAB2A
Neu,RAB35
Neu,RAB36
Neu,RAB3D
Neu,RAB5A
Neu,RAB5B
Neu,RAB7A
Neu,RAC1
Neu,RALB
Neu,RAP1A
Neu,RAPGEF2
Neu,RARA
Neu,RARA-AS1
Neu,RASSF2
Neu,RASSF3
Neu,REPS2
Neu,RFWD2
Neu,RFX2
Neu,RGS2
Neu,RHOG
Neu,RIPOR2
Neu,RIT1
Neu,RMND5A
Neu,RNASE3
Neu,RNF145
Neu,RNF149
Neu,RNF185
Neu,RNF19B
Neu,RNF24
Neu,RNU2-6P
Neu,RPL12P27
Neu,RRAGD
Neu,RRM2B
Neu,RSAD2
Neu,RSPH14
Neu,RTFDC1
Neu,RYBP
Neu,S100A11
Neu,S100A8
Neu,S100A9
Neu,SAT1
Neu,SBNO2
Neu,SCARF1
Neu,SDC2
Neu,SDCBP
Neu,SDF2
Neu,SDHDP6
Neu,SEC14L1
Neu,SELL
Neu,SERPINB1
Neu,SERPING1
Neu,SGK1
Neu,SH3GLB1
Neu,SHISA5
Neu,SHKBP1
Neu,SIGLEC5
Neu,SIPA1L2
Neu,SIRPA
Neu,SIRPB1
Neu,SLA
Neu,SLC12A6
Neu,SLC16A3
Neu,SLC22A4
Neu,SLC25A37
Neu,SLC25A44
Neu,SLC2A14
Neu,SLC2A3
Neu,SLC43A2
Neu,SLC44A2
Neu,SLC5A9
Neu,SLC6A6
Neu,SLPI
Neu,SMAP2
Neu,SMIM27
Neu,SMPDL3B
Neu,SNX11
Neu,SOCS3
Neu,SOD2
Neu,SORL1
Neu,SP1
Neu,SPI1
Neu,SPOPL
Neu,SQOR
Neu,SRF
Neu,SRGN
Neu,SRXN1
Neu,SSH2
Neu,ST20
Neu,ST20-AS1
Neu,ST6GALNAC2
Neu,STAT3
Neu,STK40
Neu,STX3
Neu,SULT1B1
Neu,SUPT4H1
Neu,SUSD6
Neu,TAF12
Neu,TAGLN2
Neu,TALDO1
Neu,TBL1X
Neu,TCN1
Neu,TDP2
Neu,TECPR2
Neu,TET2
Neu,TFE3
Neu,TGFA
Neu,THBD
Neu,THOC5
Neu,TIGD3
Neu,TKT
Neu,TLE3
Neu,TLR2
Neu,TLR8
Neu,TMBIM4
Neu,TMCC3
Neu,TMEM119
Neu,TMEM140
Neu,TMEM164
Neu,TMEM167B
Neu,TMEM252
Neu,TMEM43
Neu,TMEM59
Neu,TNFAIP6
Neu,TNFRSF10C
Neu,TNFRSF1A
Neu,TNFSF14
Neu,TP53INP2
Neu,TRANK1
Neu,TREM1
Neu,TREML2
Neu,TREML3P
Neu,TREML4
Neu,TRIB1
Neu,TRIM21
Neu,TRIM25
Neu,TRIM6
Neu,TSC22D3
Neu,TSHZ3
Neu,TSPAN2
Neu,TTC26
Neu,TUBA1A
Neu,TXNDC12
Neu,TXNRD1
Neu,TYROBP
Neu,U62317.5
Neu,UBALD2
Neu,UBAP1
Neu,UBC
Neu,UBE2B
Neu,UBE2D1
Neu,UBE2D3
Neu,UBE2L6
Neu,UBE2R2
Neu,uc_338
Neu,UIMC1
Neu,USB1
Neu,VASP
Neu,VMP1
Neu,VNN2
Neu,VPS37C
Neu,VSIR
Neu,VWF
Neu,WAS
Neu,WBP2
Neu,WIPF2
Neu,WLS
Neu,XPO6
Neu,YIPF1
Neu,YIPF3
Neu,YPEL3
Neu,YPEL5
Neu,ZBTB34
Neu,ZCCHC2
Neu,ZDHHC18
Neu,ZFAND3
Neu,ZFP36
Neu,ZFP36L1
Neu,ZFYVE1
Neu,ZMAT2
Neu,ZNF20
Neu,ZNF200
Neu,ZNF217
Neu,ZNF230
Neu,ZNF438
Neu,ZNF467
Neu,ZNF487
Neu,ZNF592
Neu,ZNF646
Neu,ZNFX1
LDG,ABAT
LDG,ABBA01031674.1
LDG,ABCA1
LDG,ABCC6
LDG,ABCG1
LDG,ABHD12B
LDG,ABHD3
LDG,ABTB1
LDG,AC002091.1
LDG,AC002091.2
LDG,AC002511.2
LDG,AC002543.1
LDG,AC003681.1
LDG,AC003991.1
LDG,AC004233.3
LDG,AC004491.1
LDG,AC004884.2
LDG,AC005035.1
LDG,AC005280.1
LDG,AC005392.2
LDG,AC005593.1
LDG,AC006441.1
LDG,AC007032.1
LDG,AC007298.2
LDG,AC007336.1
LDG,AC007342.4
LDG,AC007342.5
LDG,AC007342.8
LDG,AC007342.9
LDG,AC008105.1
LDG,AC009318.1
LDG,AC009716.1
LDG,AC010894.5
LDG,AC011379.1
LDG,AC011676.1
LDG,AC011676.5
LDG,AC012368.1
LDG,AC015871.3
LDG,AC015914.1
LDG,AC015969.1
LDG,AC015971.1
LDG,AC016831.1
LDG,AC018529.2
LDG,AC018529.3
LDG,AC018552.2
LDG,AC018607.1
LDG,AC020911.2
LDG,AC020916.1
LDG,AC022400.2
LDG,AC022973.2
LDG,AC022973.3
LDG,AC026401.2
LDG,AC036108.4
LDG,AC040970.1
LDG,AC063965.1
LDG,AC072022.1
LDG,AC073342.2
LDG,AC073655.2
LDG,AC079174.1
LDG,AC080112.4
LDG,AC084871.1
LDG,AC087239.1
LDG,AC091271.1
LDG,AC092053.2
LDG,AC092053.3
LDG,AC092139.4
LDG,AC092145.1
LDG,AC092316.1
LDG,AC092620.2
LDG,AC093495.1
LDG,AC093525.8
LDG,AC098869.2
LDG,AC099489.1
LDG,AC100830.3
LDG,AC103724.3
LDG,AC104564.1
LDG,AC104564.6
LDG,AC104695.3
LDG,AC106037.2
LDG,AC107959.2
LDG,AC108134.1
LDG,AC108134.3
LDG,AC108693.2
LDG,AC108718.1
LDG,AC109454.2
LDG,AC109597.1
LDG,AC112484.1
LDG,AC112496.1
LDG,AC114271.1
LDG,AC116366.1
LDG,AC116366.2
LDG,AC123595.1
LDG,AC123912.2
LDG,AC123912.4
LDG,AC130469.2
LDG,AC132872.4
LDG,AC136475.3
LDG,AC136475.5
LDG,AC136475.9
LDG,AC215522.2
LDG,AC234582.2
LDG,AC243772.2
LDG,AC245052.2
LDG,AC245884.2
LDG,ACAP2
LDG,ACOX1
LDG,ACSL1
LDG,ACSL4
LDG,ACSS3
LDG,ACTN1
LDG,ADAM8
LDG,ADAMTSL4-AS1
LDG,ADGRE3
LDG,ADGRG3
LDG,ADORA2A-AS1
LDG,AF001548.2
LDG,AF111167.1
LDG,AGAP7P
LDG,AGO4
LDG,AHCTF1
LDG,AL031963.3
LDG,AL032821.1
LDG,AL035661.1
LDG,AL049651.1
LDG,AL096855.1
LDG,AL109809.1
LDG,AL109809.4
LDG,AL121603.2
LDG,AL121760.1
LDG,AL132780.1
LDG,AL133445.2
LDG,AL136320.1
LDG,AL137145.2
LDG,AL138963.3
LDG,AL138995.1
LDG,AL161725.1
LDG,AL353625.1
LDG,AL353719.1
LDG,AL354719.2
LDG,AL355310.2
LDG,AL356274.2
LDG,AL360270.3
LDG,AL391832.2
LDG,AL391832.3
LDG,AL391903.1
LDG,AL445524.1
LDG,AL512343.2
LDG,AL512770.1
LDG,AL513327.1
LDG,AL589935.1
LDG,AL591719.1
LDG,AL627171.1
LDG,AL627309.7
LDG,AL627309.8
LDG,AL645728.1
LDG,AL662844.4
LDG,AL671883.3
LDG,AL732372.2
LDG,ALG1L13P
LDG,ALPK1
LDG,ANGPT1
LDG,ANKDD1A
LDG,ANKRD13D
LDG,ANKRD22
LDG,ANKRD34B
LDG,ANPEP
LDG,ANXA3
LDG,AOAH-IT1
LDG,AOC1
LDG,AOC2
LDG,AOC3
LDG,AP000640.1
LDG,AP001434.1
LDG,AP003733.4
LDG,AP006222.1
LDG,AP5B1
LDG,APBB1IP
LDG,APOBR
LDG,APTR
LDG,ARAP3
LDG,ARG1
LDG,ARHGAP26
LDG,ARHGAP9
LDG,ARHGEF40
LDG,ARRDC3
LDG,ASAP1
LDG,ASAP1-IT2
LDG,ASF1B
LDG,ATG16L2
LDG,ATG2A
LDG,ATP2B1-AS1
LDG,AVIL
LDG,B3GNT8
LDG,B3GNTL1
LDG,BANP
LDG,BATF2
LDG,BAZ1A
LDG,BAZ2B
LDG,BEAN1
LDG,BEND7
LDG,BEST1
LDG,BMX
LDG,BOD1L1
LDG,BORCS8
LDG,BRCA1
LDG,BTNL3
LDG,BX088645.1
LDG,C11orf54
LDG,C14orf159
LDG,C19orf35
LDG,C1orf132
LDG,C1RL
LDG,C3orf62
LDG,C4orf19
LDG,C5AR2
LDG,C9orf66
LDG,C9orf84
LDG,CA4
LDG,CACNA1E
LDG,CACNB4
LDG,CACUL1
LDG,CAMK2G
LDG,CARD8
LDG,CASC3
LDG,CBWD6
LDG,CCDC125
LDG,CCDC153
LDG,CCDC17
LDG,CCDC9
LDG,CCNJL
LDG,CCPG1
LDG,CD177
LDG,CD300LD
LDG,CD46
LDG,CDA
LDG,CDC42EP2
LDG,CDH2
LDG,CDKN2D
LDG,CEACAM3
LDG,CEACAM4
LDG,CEBPB
LDG,CELF2
LDG,CELF2-AS1
LDG,CEP63
LDG,CFAP58
LDG,CFLAR
LDG,CFLAR-AS1
LDG,CHI3L1
LDG,CHMP1B
LDG,CHSY1
LDG,CIR1
LDG,CLEC4D
LDG,CLEC7A
LDG,CMTM1
LDG,CNN2P9
LDG,CNTNAP3
LDG,COQ7
LDG,CPD
LDG,CPEB2
LDG,CPQ
LDG,CR1
LDG,CREB5
LDG,CREBBP
LDG,CRISP3
LDG,CRISPLD2
LDG,CRK
LDG,CSAD
LDG,CSF3R
LDG,CSNK1A1L
LDG,CWC25
LDG,CYB5R4
LDG,CYP4F3
LDG,DAAM2
LDG,DAPK2
LDG,DDN-AS1
LDG,DDX58
LDG,DDX60L
LDG,DENND3
LDG,DHRS12
LDG,DHRS13
LDG,DHX34
LDG,DICER1
LDG,DNAAF4
LDG,DNAH17
LDG,DNAJC3-AS1
LDG,DOCK5
LDG,DOCK8
LDG,DOK3
LDG,DPEP2
LDG,DPEP3
LDG,DRC1
LDG,DUSP1
LDG,DUX4L50
LDG,DYSF
LDG,EEPD1
LDG,EGLN1
LDG,EIF2AK2
LDG,ENTPD1-AS1
LDG,EPOR
LDG,ERV3-1
LDG,ETV7
LDG,EVI2A
LDG,EVI2B
LDG,EXOC3L1
LDG,EXOC8
LDG,EYS
LDG,FAM120A
LDG,FAM126B
LDG,FAM13A-AS1
LDG,FAM157A
LDG,FAM157B
LDG,FAM157C
LDG,FAM185BP
LDG,FAM86B3P
LDG,FAM8A1
LDG,FBRS
LDG,FBXL13
LDG,FBXL20
LDG,FCAR
LDG,FCHO2
LDG,FGD3
LDG,FGF13
LDG,FLOT1
LDG,FMNL1
LDG,FNIP1
LDG,FOS
LDG,FOSB
LDG,FOXO3
LDG,FRAT1
LDG,FRY
LDG,GAPDHP14
LDG,GCNT7
LDG,GGT5
LDG,GLI1
LDG,GMIP
LDG,GPSM2
LDG,GSK3B
LDG,GTF2IP1
LDG,GTF2IP4
LDG,HAL
LDG,HCG27
LDG,HCLS1
LDG,HECW2
LDG,HERC5
LDG,HIF1A
LDG,HIST1H1C
LDG,HIST1H1PS1
LDG,HIST1H2AD
LDG,HIST1H2BC
LDG,HIST1H2BD
LDG,HIST1H2BF
LDG,HIST1H3D
LDG,HIST1H4E
LDG,HIST1H4H
LDG,HIST2H2AC
LDG,HIST2H2BE
LDG,HIST2H2BF
LDG,HLA-E
LDG,HNRNPH2
LDG,HORMAD1
LDG,HSDL2
LDG,HSPBAP1
LDG,HYAL1
LDG,IDI2-AS1
LDG,IER2
LDG,IFNAR1
LDG,IFRD1
LDG,IGSF6
LDG,IKBIP
LDG,IL17RA
LDG,IMPDH1
LDG,INPP5A
LDG,IPMK
LDG,IRF1
LDG,IRF9
LDG,IRS2
LDG,ISL2
LDG,ITGAX
LDG,ITGB3
LDG,ITPK1-AS1
LDG,ITPKB-IT1
LDG,JAML
LDG,JMJD1C
LDG,JUNB
LDG,KATNBL1
LDG,KAZN
LDG,KBTBD7
LDG,KCNH7
LDG,KDM6B
LDG,KIAA0232
LDG,KIAA0319
LDG,KIAA0825
LDG,KIAA1257
LDG,KIAA1551
LDG,KIF13A
LDG,KIF1B
LDG,KIF27
LDG,KRT18P61
LDG,KY
LDG,LAMP2
LDG,LBR
LDG,LGALSL
LDG,LILRA6
LDG,LILRB3
LDG,LIN7A
LDG,LINC00173
LDG,LINC00211
LDG,LINC00282
LDG,LINC00528
LDG,LINC00664
LDG,LINC00671
LDG,LINC00877
LDG,LINC00921
LDG,LINC01001
LDG,LINC01002
LDG,LINC01032
LDG,LINC01094
LDG,LINC01136
LDG,LINC01359
LDG,LINC01410
LDG,LINC02218
LDG,LINC02288
LDG,LINC02289
LDG,LINC02471
LDG,LINC02555
LDG,LPAR2
LDG,LPCAT2
LDG,LRG1
LDG,LRRC4
LDG,LRRC6
LDG,LRRK2
LDG,LTB4R
LDG,LUCAT1
LDG,LYPD8
LDG,LYST
LDG,MAP1LC3B2
LDG,MAP3K2
LDG,MAPK14
LDG,MAPK3
LDG,MARC3
LDG,MARCH7
LDG,MBD6
LDG,MBOAT2
LDG,MBOAT7
LDG,MCTP2
LDG,MEF2B
LDG,MEFV
LDG,MEGF9
LDG,MFAP3L
LDG,MGAM
LDG,MGAM2
LDG,MGRN1
LDG,MIR103A2
LDG,MIR21
LDG,MIR3671
LDG,MIR3945HG
LDG,MIR6124
LDG,MIR616
LDG,MIRLET7BHG
LDG,MLF2
LDG,MME
LDG,MMP25
LDG,MMP9
LDG,MNDA
LDG,MNT
LDG,MOSPD2
LDG,MPP1
LDG,MPPE1
LDG,MTX1
LDG,MXD3
LDG,MYH10
LDG,MYH11
LDG,MYO1F
LDG,MYO9B
LDG,NABP1
LDG,NARF
LDG,NAV3
LDG,NBN
LDG,NCF1
LDG,NCF1B
LDG,NCF1C
LDG,NCF4
LDG,NCOA1
LDG,NCOA2
LDG,NDE1
LDG,NEAT1
LDG,NECAB2
LDG,NFXL1
LDG,NLRP12
LDG,NLRP6
LDG,NMI
LDG,NOCT
LDG,NOV
LDG,NPEPPS
LDG,NPL
LDG,NQO2
LDG,NR6A1
LDG,NRDC
LDG,NSUN7
LDG,NT5C2
LDG,NTNG2
LDG,OGFRL1
LDG,OPLAH
LDG,OR10AA1P
LDG,OR52K3P
LDG,ORM1
LDG,OSBPL8
LDG,OTX1
LDG,OXER1
LDG,P4HA2
LDG,PACSIN2
LDG,PADI2
LDG,PADI4
LDG,PANK2
LDG,PANX2
LDG,PARP9
LDG,PCBP1-AS1
LDG,PDLIM1P4
LDG,PDLIM7
LDG,PDZD8
LDG,PFKFB3
LDG,PGLYRP1
LDG,PGM2
LDG,PGM5
LDG,PGS1
LDG,PHF20L1
LDG,PHF21A
LDG,PIAS1
LDG,PINK1
LDG,PJA2
LDG,PKN2
LDG,PLAGL1
LDG,PLBD1-AS1
LDG,PLEKHG6
LDG,PLIN4
LDG,PLIN5
LDG,PLPPR2
LDG,PLXNC1
LDG,PNPLA1
LDG,PP2D1
LDG,PPBP
LDG,PPFIA1
LDG,PPL
LDG,PPP1R12B
LDG,PPP1R14BP3
LDG,PPP1R15A
LDG,PPP1R3D
LDG,PPP3R1
LDG,PPP4R1L
LDG,PRDM5
LDG,PRMT5-AS1
LDG,PRRG4
LDG,PTBP3
LDG,PTEN
LDG,PTP4A1
LDG,PTPRJ
LDG,PTPRJ-AS1
LDG,PTPRN2
LDG,PURB
LDG,PYGL
LDG,QPCT
LDG,RAB18
LDG,RAB33B
LDG,RAF1
LDG,RALBP1
LDG,RALGAPA2
LDG,RAPGEFL1
LDG,RASGRP4
LDG,RB1CC1
LDG,RBCK1
LDG,RBM23
LDG,RBM47
LDG,RC3H1
LDG,RCN3
LDG,RELL1
LDG,REM2
LDG,RFLNB
LDG,RGL2
LDG,RGS18
LDG,RHD
LDG,RICTOR
LDG,RN7SL368P
LDG,RN7SL473P
LDG,RN7SL600P
LDG,RN7SL798P
LDG,RNA5SP155
LDG,RNASEL
LDG,RNF13
LDG,ROPN1L
LDG,RPGR
LDG,RPGRIP1
LDG,RPL11P3
LDG,RTN3
LDG,S100A12
LDG,S100P
LDG,SAMD8
LDG,SAMD9
LDG,SCYL1
LDG,SEPT5
LDG,SH3BP5L
LDG,SIRPB2
LDG,SIRPD
LDG,SLC11A1
LDG,SLC12A9
LDG,SLC16A5
LDG,SLC19A1
LDG,SLC22A15
LDG,SLC26A8
LDG,SLC40A1
LDG,SLC45A4
LDG,SLC51A
LDG,SLC9A1
LDG,SLCO3A1
LDG,SMCHD1
LDG,SMTNL1
LDG,SNORA1B
LDG,SNORA28
LDG,SNORD12C
LDG,SNX13
LDG,SOS2
LDG,SP3
LDG,SPACA6
LDG,SPAG9
LDG,SPATA1
LDG,SPATA20P1
LDG,SPATA2L
LDG,SPCS2P4
LDG,SPNS2
LDG,SPP1
LDG,SRPK1
LDG,SRPK2
LDG,ST8SIA4
LDG,STAG2
LDG,STARD10
LDG,STEAP4
LDG,STX10
LDG,STXBP3
LDG,STXBP5
LDG,SULT1A2
LDG,SUMO1P1
LDG,SVIL
LDG,SYF2
LDG,TAS2R40
LDG,TBC1D14
LDG,TBC1D30
LDG,TET2-AS1
LDG,TG
LDG,TGM3
LDG,TLE4
LDG,TLR1
LDG,TLR4
LDG,TLR6
LDG,TM6SF1
LDG,TMCC1
LDG,TMCO3
LDG,TMEM120A
LDG,TMEM121B
LDG,TMEM154
LDG,TMEM202-AS1
LDG,TMEM55A
LDG,TMEM71
LDG,TMEM91
LDG,TMUB2
LDG,TMX4
LDG,TNFRSF12A
LDG,TOPORS
LDG,TPD52L2
LDG,TPRKBP2
LDG,TRAFD1
LDG,TRIM9
LDG,TRIOBP
LDG,TRPM6
LDG,TSEN34
LDG,TSPAN16
LDG,TSPEAR
LDG,TUBB1
LDG,TUBBP5
LDG,U62317.2
LDG,U73169.1
LDG,UBN1
LDG,UBR2
LDG,UBR5-AS1
LDG,UBTD1
LDG,UBXN2B
LDG,UHRF1BP1L
LDG,UNC13D
LDG,UPB1
LDG,UPF1
LDG,USP15
LDG,USP32
LDG,USP4
LDG,VAPA
LDG,VCPIP1
LDG,VNN3
LDG,VPS8
LDG,VPS9D1
LDG,WDFY3
LDG,WDFY3-AS2
LDG,WDR26
LDG,WWC3
LDG,WWP2
LDG,XKR3
LDG,XKR8
LDG,YOD1
LDG,Z93022.1
LDG,Z94721.1
LDG,Z95152.1
LDG,ZCCHC6
LDG,ZFYVE16
LDG,ZNF117
LDG,ZNF267
LDG,ZNF33A
LDG,ZNF396
LDG,ZNF445
LDG,ZNF516
LDG,ZNF552
LDG,ZNF674
LDG,ZNF687
LDG,ZNF746
LDG,ZYX
